,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1787,1.0,5.0,27.0,17.0,1.0,-0.17995552748553087,-0.06262783461019056,-0.23278705916724765,-0.03507227035988173,0.3583276549776272,0.27782945199974174,0.36384090273823294,2.0
1788,0.0,5.0,14.0,9.0,0.0,-0.0030093271663416674,0.009192638873399987,0.19932956106565602,0.09281861772737332,0.24444824209359692,0.29155151380243277,0.46399864609053265,2.0
1789,2.0,5.0,31.0,26.0,2.0,-0.016981406606760938,-0.016176633439769113,-0.08596314324770456,0.09891611426829736,0.3195115188537724,0.28221539413796376,0.3982713569742394,2.0
1790,2.0,5.0,16.0,28.0,2.0,0.45767570378289774,-0.0012551685125397958,0.4976331365073377,-0.026008506706723552,0.08494396593662601,0.16774282103577293,0.747154308690121,2.0
1791,1.0,5.0,17.0,0.0,1.0,-0.07896241802701455,0.5911567860511434,-0.015223924148688076,0.3597195470489024,0.5956687250330945,0.225272801648807,0.17902537121845993,0.0
1792,2.0,5.0,10.0,25.0,2.0,0.0913133352571573,0.02490851257051691,0.046193830978803606,0.012388646763940019,0.24720416175565982,0.2605145960830178,0.4922745687053662,2.0
1793,1.0,5.0,4.0,20.0,1.0,0.06046485490488858,0.032153883482444454,0.09643400690883297,0.03596267164910681,0.24905371140828436,0.2695914846458515,0.4813505082058103,2.0
1794,2.0,5.0,5.0,23.0,2.0,0.20316625704294833,0.03613324382163475,0.04110817524253775,0.10766289812310992,0.24739855250347337,0.25774801003348075,0.49484580287108043,2.0
1795,0.0,5.0,30.0,22.0,0.0,-0.06374718490569727,0.048904598323661896,-0.18940383880446593,0.11785983986742522,0.3906107529393638,0.27451179722713354,0.3348750090195125,0.0
1796,2.0,5.0,0.0,28.0,2.0,0.5787565959251715,0.0026114465370372115,0.35834621073967143,-0.01998060318798722,0.08241171217119413,0.14859124039837648,0.7686186729136243,2.0
1797,2.0,5.0,14.0,4.0,2.0,-0.009388030400596254,0.06527967497882048,0.16645880069654198,0.08194941880378319,0.2657645037989306,0.2877344471466959,0.44649934009573183,2.0
1798,1.0,5.0,31.0,16.0,1.0,-0.0064354960989214775,0.4530437885613251,-0.06772685155933987,0.4920523089072892,0.5737380066893287,0.2405602342911606,0.1856850135363018,0.0
1799,1.0,5.0,25.0,20.0,1.0,0.01146169855535432,0.04372638741574332,0.0038913135912810853,0.029703193291961645,0.2870964555744384,0.2723222418299456,0.4405780457248134,2.0
1800,2.0,5.0,5.0,19.0,2.0,0.20834818115729514,0.24134375941461453,0.042496639897552396,0.38365607181038835,0.3754769928222081,0.2777763566477917,0.3467446346489376,0.0
1801,0.0,5.0,30.0,1.0,0.0,-0.05595880699318085,0.4242191943691544,-0.21339483548427646,0.6776531753102708,0.6665076103166716,0.21039109213905619,0.12305904041199948,0.0
1802,2.0,5.0,17.0,10.0,2.0,-0.07822754037041368,0.0982106034687811,-0.0007002825519839793,0.06269164305050542,0.33449806819709416,0.2828528855677086,0.3826474475778753,2.0
1803,0.0,5.0,9.0,24.0,0.0,0.0364393558337823,-0.004358797848984805,0.10034639137482639,0.06436399405656237,0.2507736180129588,0.2785371311281394,0.47068644476515,2.0
1804,2.0,5.0,27.0,26.0,2.0,-0.19613850854214868,-0.030852548215987794,-0.2123451563516809,0.08577910920608814,0.3953352609734342,0.28686311169840134,0.31780024521776473,0.0
1805,0.0,5.0,22.0,23.0,0.0,0.0686785929519069,0.034733531127909716,0.10814352670957943,0.10109087210714483,0.2597558393386408,0.2782831284347436,0.4619582949664013,2.0
1806,2.0,5.0,1.0,27.0,2.0,0.4360865849416433,-0.18256811743653795,0.6743201048715377,-0.1917172339839954,0.04170666750280991,0.11963566801230355,0.8381883475129437,2.0
