HomeTeam,AwayTeam,FTHG,FTAG,Proba_Home_win,Proba_Draw,Proba_Away_win,round
Go Ahead Eagles,Heerenveen,0.0,1.0,0.02609957736502302,0.3005455787786353,0.44357479269880135,818.0
Waalwijk,AZ Alkmaar,1.0,0.0,0.16626304048743967,0.252934412369746,0.4293653832809288,818.0
Heracles,PSV Eindhoven,0.0,2.0,0.11021658265229944,0.22539305908806273,0.5021901188675049,818.0
For Sittard,Twente,2.0,1.0,0.09057565606736953,0.2419978286099252,0.4845144492922138,818.0
Ajax,Nijmegen,5.0,0.0,0.6503127732798224,0.14391467673721892,0.07837666327048856,818.0
Cambuur,Groningen,1.0,2.0,0.04173828698976922,0.3120136648353378,0.42228598314835253,818.0
Utrecht,Sparta,4.0,0.0,0.32089001834267905,0.3219621766996281,0.16965332007140083,818.0
Zwolle,Vitesse,0.0,1.0,0.15448499251033115,0.28252504268117956,0.38983712688570477,818.0
Willem II,Feyenoord,0.0,4.0,0.14636591313738004,0.29738695371820634,0.37366198373684867,818.0
Nijmegen,Zwolle,2.0,0.0,0.2358385664554523,0.2789386895765418,0.33323807564935387,819.0
Heerenveen,Waalwijk,3.0,2.0,0.39558074980631497,0.3215468319325242,0.06754372720409858,819.0
PSV Eindhoven,Cambuur,4.0,1.0,0.5826079994670279,0.17704795225796838,0.023545605987159574,819.0
Sparta,Heracles,1.0,1.0,0.17727708385944588,0.24752833401060542,0.4318711179500088,819.0
Groningen,Utrecht,0.0,0.0,0.1985125209292701,0.40877817453390874,0.1783967959450361,819.0
Twente,Ajax,1.0,1.0,0.20859556357863948,0.23537324200558016,0.4339811521236526,819.0
Feyenoord,Go Ahead Eagles,2.0,0.0,0.360681950825291,0.3586237641180551,0.056949858506516536,819.0
Vitesse,Willem II,0.0,3.0,0.39656172611641954,0.26451435360927883,0.18651679697195428,819.0
For Sittard,Waalwijk,2.0,2.0,0.20034024149229515,0.3059644935272174,0.31895998293131805,820.0
Cambuur,Twente,2.0,0.0,0.03150807706636502,0.19420974811748237,0.5619749569780922,820.0
Go Ahead Eagles,Sparta,2.0,0.0,0.10846109642117875,0.32737924946504054,0.36063586539472237,820.0
PSV Eindhoven,Groningen,5.0,2.0,0.264520309762466,0.3759630778367579,0.1517536494249502,820.0
Willem II,Zwolle,1.0,0.0,0.3567551193118004,0.2523526052679073,0.266321644393271,820.0
Utrecht,Feyenoord,3.0,1.0,0.1612154566051794,0.4041499037499536,0.22079237324697595,820.0
Ajax,Vitesse,5.0,0.0,0.4466586331897693,0.23597063650859298,0.18698852637881344,820.0
Heracles,Nijmegen,0.0,1.0,0.3909452254662977,0.2625148195201617,0.19926979463120786,820.0
Heerenveen,AZ Alkmaar,1.0,3.0,0.3675183152951726,0.3198468132651034,0.11219903037268006,820.0
Twente,Utrecht,1.0,0.0,0.26684851393893144,0.34088877853318533,0.20086914288757465,821.0
Cambuur,Go Ahead Eagles,5.0,2.0,0.12740091380517213,0.4504073907491117,0.1979824477660116,821.0
Zwolle,Ajax,0.0,2.0,0.07262975485428165,0.1321070451334781,0.6728377955149946,821.0
AZ Alkmaar,PSV Eindhoven,0.0,3.0,0.1443740272768535,0.2548913481401961,0.4390284865502702,821.0
Nijmegen,Willem II,0.0,0.0,0.23311458579797587,0.26114166195200106,0.367618950089549,821.0
Groningen,Heerenveen,1.0,1.0,0.08634702799276255,0.42921611992410114,0.25898250308472265,821.0
Sparta,For Sittard,3.0,1.0,0.29604697597576024,0.30449117424039657,0.22910268169178236,821.0
Waalwijk,Vitesse,1.0,2.0,0.16332767739500578,0.3038466750870268,0.35186022184643784,821.0
Sparta,Nijmegen,1.0,1.0,0.26309625422791855,0.2989092056617303,0.27319836162111244,822.0
Heerenveen,For Sittard,1.0,0.0,0.4563016045040754,0.27927622731381413,0.04724943076830811,822.0
Willem II,Groningen,2.0,1.0,0.16091610535459663,0.30436691704978497,0.3529373275573389,822.0
Ajax,Cambuur,9.0,0.0,0.7114628665929098,0.08079888148452868,0.016892116503536395,822.0
Utrecht,Waalwijk,2.0,2.0,0.3160078071746661,0.3261186868501799,0.16848814110882315,822.0
Go Ahead Eagles,Zwolle,1.0,0.0,0.1043818407563129,0.30029105068994216,0.39803668311986184,822.0
PSV Eindhoven,Feyenoord,0.0,4.0,0.2689546857625427,0.3738085250068673,0.14980579486060472,822.0
Heracles,AZ Alkmaar,3.0,2.0,0.28367259804329437,0.24797115735183767,0.3502546680016287,822.0
Vitesse,Twente,1.0,4.0,0.19276910788895954,0.32567625716795334,0.295992468762319,822.0
For Sittard,Ajax,0.0,5.0,0.055563382764667185,0.12893525522108318,0.669424245506522,823.0
Waalwijk,Willem II,1.0,2.0,0.25719109643813237,0.26763090545260615,0.33521742294926693,823.0
Go Ahead Eagles,PSV Eindhoven,1.0,2.0,0.03571220080061745,0.22227753615703905,0.5274604607365991,823.0
Nijmegen,Utrecht,0.0,3.0,0.14235526946408747,0.3068377442860253,0.3632213569062664,823.0
Groningen,Vitesse,0.0,1.0,0.2130375797539579,0.3822125020666422,0.19816063334603992,823.0
Feyenoord,Heerenveen,3.0,1.0,0.09115525267955829,0.447034502000509,0.23500406106823982,823.0
Zwolle,Sparta,1.0,1.0,0.25975726124286813,0.2839488777466867,0.302823358458461,823.0
Cambuur,Heracles,2.0,1.0,0.04303980177332246,0.17912520451238995,0.5819145215877082,823.0
Twente,AZ Alkmaar,3.0,1.0,0.3502349152602728,0.2733153997972396,0.22743605428048622,823.0
Willem II,PSV Eindhoven,2.0,1.0,0.09212548135499009,0.19987068626710758,0.5485766652527716,824.0
Ajax,Groningen,3.0,0.0,0.3647784682854751,0.28125832966344966,0.19201366921352064,824.0
Vitesse,For Sittard,1.0,1.0,0.4098685367751977,0.28492674907904064,0.1183070718941324,824.0
Feyenoord,Nijmegen,5.0,3.0,0.35377407415352735,0.3244693298813191,0.12297263148950176,824.0
Utrecht,Zwolle,5.0,1.0,0.3458986239166826,0.3056806948690488,0.1676077805890924,824.0
Sparta,Cambuur,0.0,4.0,0.3898905740327195,0.31173213070130334,0.09448108036856699,824.0
AZ Alkmaar,Go Ahead Eagles,5.0,0.0,0.4650557024964458,0.2578783069847475,0.08472541309387906,824.0
Heerenveen,Twente,2.0,3.0,0.2635998584275826,0.3894403689768372,0.1339811454879571,824.0
Heracles,Waalwijk,1.0,0.0,0.3548509981086715,0.2701281493103645,0.22871635476201274,824.0
Groningen,Twente,1.0,1.0,0.18165066073488917,0.3669306440631155,0.24899974519476686,825.0
Waalwijk,Go Ahead Eagles,1.0,1.0,0.3566547628209602,0.33043912435827566,0.10865972429357124,825.0
Heracles,Willem II,3.0,2.0,0.38094625154796646,0.24350247268873632,0.2585117388596877,825.0
Zwolle,Heerenveen,0.0,1.0,0.05206251259608886,0.2463906034682254,0.4933409052874709,825.0
For Sittard,Nijmegen,1.0,3.0,0.2344450442273333,0.3040658616954157,0.29184362532039615,825.0
Ajax,Utrecht,0.0,1.0,0.4343939537139867,0.24959454227243458,0.1673048616007416,825.0
Cambuur,AZ Alkmaar,1.0,3.0,0.05287368201211418,0.21009578406386872,0.5394598263009751,825.0
Vitesse,Feyenoord,2.0,1.0,0.181137900251421,0.38669592589570523,0.22374858799992234,825.0
PSV Eindhoven,Sparta,2.0,1.0,0.5109987652145838,0.22483258622557242,0.08611027651972686,825.0
Feyenoord,Waalwijk,2.0,2.0,0.3152439042557849,0.34410457269001016,0.13987672070743545,826.0
Go Ahead Eagles,Heracles,4.0,2.0,0.08003881106709847,0.25774236639300974,0.4673796836656924,826.0
Heerenveen,Ajax,0.0,2.0,0.30287711375621834,0.3137725112067877,0.20512350485555558,826.0
For Sittard,Cambuur,1.0,0.0,0.33301865459138247,0.3421834735033483,0.12051977470577868,826.0
PSV Eindhoven,Zwolle,3.0,1.0,0.513816861729102,0.22246588074988308,0.08848538743098842,826.0
AZ Alkmaar,Utrecht,5.0,1.0,0.23387090972218846,0.3057160144871282,0.28968539896728374,826.0
Nijmegen,Vitesse,0.0,1.0,0.13606175120380523,0.2873883725239494,0.39504385382396423,826.0
Sparta,Groningen,1.0,1.0,0.12611294607393933,0.33190648353201085,0.3418080008813845,826.0
Twente,Willem II,1.0,1.0,0.45025429396137684,0.24201118008953668,0.16243056119641525,826.0
Willem II,For Sittard,1.0,1.0,0.3722182833324917,0.26698783770541534,0.21386354335668087,827.0
Utrecht,Heerenveen,2.0,1.0,0.07890661169650817,0.37770194981573824,0.3229245107835102,827.0
Zwolle,Heracles,1.0,0.0,0.20215407539715416,0.2443376467073504,0.42150313713756,827.0
Waalwijk,Sparta,1.0,0.0,0.25869524658922466,0.30135575359364714,0.27331972212669475,827.0
Twente,Nijmegen,1.0,2.0,0.4417736464181542,0.25995621266629787,0.1252843581660041,827.0
Cambuur,Feyenoord,2.0,3.0,0.03967692747464383,0.30192147632317373,0.4346535924168573,827.0
Vitesse,Go Ahead Eagles,1.0,2.0,0.39924963267149954,0.31849361335152276,0.067378055641551,827.0
Ajax,PSV Eindhoven,5.0,0.0,0.28679830022217323,0.25744459907432643,0.3281226443691657,827.0
Groningen,AZ Alkmaar,2.0,0.0,0.2635623093473609,0.33235059215760593,0.21765751844043052,827.0
PSV Eindhoven,Twente,5.0,2.0,0.29885233196876354,0.314161552446151,0.2090200951856969,828.0
Heracles,Ajax,0.0,0.0,0.13465698133874437,0.17343365522237397,0.5901691325731153,828.0
Heerenveen,Vitesse,1.0,2.0,0.2893947362916096,0.38860359907333153,0.10498727265141516,828.0
AZ Alkmaar,Zwolle,3.0,2.0,0.40236805125924574,0.25110453875866545,0.21174484610207756,828.0
Sparta,Feyenoord,0.0,1.0,0.1237522809107722,0.3281506920615116,0.3484320782739739,828.0
Nijmegen,Groningen,3.0,0.0,0.11558273546525304,0.32820539161887585,0.35441377693026643,828.0
Utrecht,Willem II,5.0,1.0,0.3322535382038026,0.29162661986815597,0.21158972359598097,828.0
Waalwijk,Cambuur,0.0,1.0,0.39857305948651534,0.30830808177731783,0.08765730155701727,828.0
Go Ahead Eagles,For Sittard,4.0,3.0,0.13458314743398228,0.365942944557083,0.29192324226417626,828.0
Twente,Heracles,1.0,0.0,0.32246094333384,0.279949580863335,0.24610856239340337,829.0
Nijmegen,Heerenveen,1.0,1.0,0.054548056230179554,0.28274840950841135,0.4485761773174134,829.0
Willem II,Sparta,0.0,3.0,0.2894875926435118,0.2610193314824091,0.31837952061083535,829.0
Zwolle,Cambuur,1.0,2.0,0.39607034242306766,0.3010089432428606,0.10598146942966126,829.0
Groningen,Waalwijk,1.0,1.0,0.29977315043555686,0.3488472645948517,0.15115157586496641,829.0
For Sittard,PSV Eindhoven,1.0,4.0,0.05551968994229227,0.2026578806070093,0.5491937489437988,829.0
Feyenoord,AZ Alkmaar,1.0,0.0,0.2778689129993515,0.32774625858747,0.20961218273119425,829.0
Vitesse,Utrecht,2.0,1.0,0.2247744481278743,0.3631772117640387,0.21224845620426527,829.0
Ajax,Go Ahead Eagles,0.0,0.0,0.6626457809740366,0.12097785889346567,0.03028044503087685,829.0
PSV Eindhoven,Vitesse,2.0,0.0,0.33387707879472817,0.32231201235682966,0.15286904350453961,830.0
Sparta,Twente,0.0,1.0,0.12408332477868496,0.26386051599558474,0.43661448853818857,830.0
AZ Alkmaar,Nijmegen,1.0,1.0,0.4251711966465625,0.250880477911528,0.1786436694084763,830.0
Heracles,For Sittard,3.0,1.0,0.4446950395404009,0.24866827126850685,0.15227492840136259,830.0
Go Ahead Eagles,Groningen,0.0,1.0,0.058562656434834486,0.36670141834003395,0.3505687263389021,830.0
Feyenoord,Zwolle,4.0,0.0,0.36415786209399154,0.31312974122295906,0.12921428870842028,830.0
Heerenveen,Willem II,2.0,1.0,0.4666799716810398,0.25951356232625733,0.0764510016422585,830.0
Waalwijk,Ajax,0.0,5.0,0.07498029018120254,0.14342799059040462,0.6501642631721544,830.0
Cambuur,Utrecht,2.0,1.0,0.05151648616482368,0.294374575771409,0.43665271213477197,830.0
Nijmegen,Cambuur,2.0,3.0,0.3773745555423072,0.31784999099498495,0.10169143730436461,831.0
For Sittard,Groningen,1.0,4.0,0.0919747349687508,0.31804633418814743,0.38372114002990754,831.0
Zwolle,Waalwijk,0.0,0.0,0.24812164091046046,0.280792956871852,0.31915629535558165,831.0
Willem II,Go Ahead Eagles,0.0,1.0,0.4065554603641013,0.2853759365148811,0.12261649186918773,831.0
Sparta,Ajax,0.0,1.0,0.07393017052921513,0.13989089081651931,0.6570101931509035,831.0
Twente,Feyenoord,0.0,0.0,0.21836188061743064,0.375183226856805,0.2022167653021012,831.0
Utrecht,Heracles,1.0,0.0,0.2653411406177135,0.3066693709662009,0.25767116327698425,831.0
Heerenveen,PSV Eindhoven,1.0,1.0,0.20284113423831343,0.41672677079517195,0.16390143260177598,831.0
Vitesse,AZ Alkmaar,0.0,0.0,0.272559871926761,0.2921506494274239,0.2757197674019567,831.0
Feyenoord,Heracles,2.0,1.0,0.2914489047902202,0.32769382545289144,0.1946064719118815,832.0
AZ Alkmaar,For Sittard,2.0,1.0,0.4822087000330452,0.2325557956313284,0.13085941317610386,832.0
Ajax,Willem II,5.0,0.0,0.6723602896207277,0.13586034390488733,0.09825865576886968,832.0
Groningen,Zwolle,1.0,1.0,0.3306331237062603,0.3284259333089904,0.1464543971681349,832.0
PSV Eindhoven,Utrecht,4.0,1.0,0.3224905891297995,0.3368326505304105,0.14265105954425691,832.0
Cambuur,Vitesse,1.0,6.0,0.04397981948490763,0.25708810998375103,0.4836198414045762,832.0
Heracles,Heerenveen,0.0,1.0,0.08545618189639803,0.2930853688351394,0.41892746072204123,833.0
Waalwijk,Nijmegen,2.0,1.0,0.28030413236329155,0.3010996493940827,0.25194308040772745,833.0
AZ Alkmaar,Sparta,3.0,1.0,0.39730448469226176,0.2583916268355482,0.20048215823855342,833.0
Go Ahead Eagles,Twente,1.0,2.0,0.050826047498889214,0.2560732459931914,0.4820416969985467,833.0
Feyenoord,For Sittard,5.0,0.0,0.3611401723448465,0.32996268574057164,0.10327486060344325,833.0
Willem II,Cambuur,1.0,3.0,0.5078466845163246,0.2279074721382294,0.0817690058101153,833.0
Utrecht,Go Ahead Eagles,0.0,0.0,0.3689879022019843,0.3421081504531829,0.07165746896598628,834.0
Heerenveen,Sparta,0.0,0.0,0.4316064436936033,0.2940853294415332,0.06124861168361478,834.0
Zwolle,For Sittard,0.0,1.0,0.34339341850058147,0.2851342192905352,0.211055013042341,834.0
Twente,Waalwijk,2.0,1.0,0.4037681938751677,0.2788693135288603,0.14172605461737975,834.0
Groningen,Feyenoord,1.0,1.0,0.16116558420799046,0.439816437554796,0.17775300843095318,834.0
Vitesse,Heracles,2.0,1.0,0.2974496418203121,0.2943862455613837,0.2458729373548798,834.0
Ajax,AZ Alkmaar,1.0,2.0,0.538990289078329,0.19097141272576207,0.17735830315765713,834.0
Nijmegen,PSV Eindhoven,1.0,2.0,0.06577320742282503,0.20515133591489693,0.5443665940881606,834.0
For Sittard,Utrecht,2.0,2.0,0.11838207859858162,0.3104308524130634,0.37540350936409156,835.0
Sparta,Vitesse,2.0,2.0,0.153174640298847,0.2998102465912827,0.36527927608546384,835.0
AZ Alkmaar,Willem II,4.0,1.0,0.42159821651000223,0.2339507705679503,0.23035964990812885,835.0
Heracles,Groningen,4.0,2.0,0.18643863785134424,0.32428919301775455,0.30348882855089215,835.0
Zwolle,Twente,1.0,3.0,0.12292667789480105,0.24304344231558364,0.46891730517225316,835.0
Cambuur,Heerenveen,1.0,2.0,0.017632357331984906,0.2470434694004894,0.5047619950443333,835.0
Feyenoord,Ajax,0.0,2.0,0.18286860962525134,0.2739185729411663,0.38350745740207615,835.0
Go Ahead Eagles,Nijmegen,0.0,2.0,0.12714581720828944,0.3431893556367461,0.32658116231872986,835.0
Waalwijk,PSV Eindhoven,1.0,4.0,0.07940583483597329,0.23116367272925456,0.5039547226092888,835.0
Vitesse,Zwolle,1.0,0.0,0.38238855695552754,0.2833110007729509,0.16351056611822415,836.0
AZ Alkmaar,Groningen,1.0,0.0,0.21512631314356412,0.32864056034019906,0.2714469372334816,836.0
Heerenveen,Feyenoord,0.0,3.0,0.22521246803797007,0.4482882792721837,0.10052240103662763,836.0
Willem II,Nijmegen,0.0,1.0,0.3227648992142108,0.26259197873492507,0.2815430404251138,836.0
Heracles,Cambuur,1.0,1.0,0.5115021088677869,0.22903970674088445,0.06438750676637912,836.0
Ajax,For Sittard,5.0,0.0,0.671265258075168,0.1287120877495574,0.05758141629964049,836.0
Utrecht,Twente,1.0,1.0,0.17892254201179347,0.33545856421484815,0.29413687990660214,836.0
PSV Eindhoven,Go Ahead Eagles,2.0,0.0,0.5204086833045743,0.22796510796517136,0.03686181073798336,836.0
Sparta,Waalwijk,1.0,1.0,0.2624077696762043,0.29786009161350846,0.2756921522116635,836.0
Zwolle,Willem II,2.0,0.0,0.25439517561632047,0.25027975590450885,0.37093933299986265,837.0
Nijmegen,Heracles,0.0,0.0,0.1843680567149281,0.25455930370922714,0.41507767385888805,837.0
Feyenoord,Vitesse,0.0,1.0,0.21028324291092076,0.39029062774583617,0.19026014131034752,837.0
Twente,Heerenveen,2.0,0.0,0.12175599986789287,0.3766337458951996,0.2895986932579001,837.0
Go Ahead Eagles,Waalwijk,0.0,2.0,0.10746656605877872,0.33357676653128987,0.353611836980587,837.0
Utrecht,Ajax,0.0,3.0,0.1546667118065107,0.2410358466435657,0.45621047055910535,837.0
Cambuur,Sparta,1.0,1.0,0.08645975210664768,0.29866867989253887,0.41131536470567354,837.0
Groningen,PSV Eindhoven,0.0,1.0,0.13191136101717874,0.3663748788056515,0.29363216224318134,837.0
For Sittard,AZ Alkmaar,1.0,2.0,0.1162422075620329,0.22469080060741164,0.5011302901462281,837.0
Vitesse,Groningen,1.0,3.0,0.184892085539436,0.3894027895378102,0.21665729909271755,838.0
AZ Alkmaar,Cambuur,0.0,0.0,0.5346042634959749,0.2131520220819036,0.057186813886164284,838.0
Heerenveen,Zwolle,0.0,1.0,0.4283895962722946,0.2928877588524642,0.06951182933621296,838.0
Willem II,Twente,0.0,1.0,0.14039626158739252,0.23227043387393148,0.47833677576853323,838.0
Nijmegen,Feyenoord,1.0,4.0,0.11522862315785609,0.3232974976943952,0.3609345703395501,838.0
Heracles,Go Ahead Eagles,1.0,1.0,0.4580144954021991,0.2628723299252267,0.08547797239672712,838.0
PSV Eindhoven,Ajax,1.0,2.0,0.30881815930146217,0.25833218706505234,0.3049189666464202,838.0
Sparta,Utrecht,0.0,3.0,0.15497061864939554,0.31051722977195306,0.3486657260367177,838.0
Waalwijk,For Sittard,2.0,1.0,0.3073140081583339,0.3089291934116587,0.20856147781384657,838.0
Utrecht,Cambuur,3.0,2.0,0.4139841802837295,0.3115828387416862,0.056517643129301624,839.0
For Sittard,Heerenveen,2.0,0.0,0.042403040864297394,0.26579909997477286,0.47414154940721126,839.0
PSV Eindhoven,AZ Alkmaar,1.0,2.0,0.4182376330366213,0.26116257522984176,0.1622272408650869,839.0
Zwolle,Nijmegen,1.0,1.0,0.3118808400504708,0.2804772864689292,0.25675738534496917,839.0
Twente,Vitesse,3.0,0.0,0.2886332457636192,0.32349785369104345,0.2046907652771949,839.0
Feyenoord,Sparta,4.0,0.0,0.34056272710441254,0.3290814044115803,0.13255609378536787,839.0
Groningen,Go Ahead Eagles,2.0,1.0,0.3461535897628311,0.36872608724129685,0.06152425146305155,839.0
Willem II,Waalwijk,3.0,1.0,0.3141452938728983,0.2694454364338717,0.2764761528132106,839.0
Ajax,Heracles,3.0,0.0,0.5703998446224897,0.18015500879901536,0.15482785941007302,839.0
Heracles,Utrecht,1.0,0.0,0.23019791860538427,0.30459497210360026,0.29488036545136487,840.0
Cambuur,Zwolle,3.0,4.0,0.08588752985990299,0.276331922549769,0.4401025437200882,840.0
Groningen,For Sittard,0.0,1.0,0.33920075058754395,0.3434963998206316,0.11031540386834611,840.0
Vitesse,PSV Eindhoven,0.0,5.0,0.13375426680381114,0.3050753155601452,0.37182903099719294,840.0
Go Ahead Eagles,AZ Alkmaar,1.0,4.0,0.06720386921582218,0.2339638438775144,0.5040485534935016,840.0
Sparta,Willem II,1.0,0.0,0.23650741538967746,0.2572693801779846,0.3721055687183478,840.0
Heerenveen,Nijmegen,0.0,1.0,0.4293971147783174,0.295303197473109,0.06261514022362824,840.0
Waalwijk,Feyenoord,0.0,2.0,0.11757280530133356,0.3343960987488725,0.34508456631088114,840.0
Ajax,Twente,5.0,0.0,0.3904957150149289,0.2465417655659117,0.23910021595502656,840.0
Nijmegen,Waalwijk,1.0,1.0,0.24176453861915637,0.2992195722540984,0.2930845811838701,841.0
Willem II,Ajax,0.0,1.0,0.08620987622427556,0.1294770052141855,0.6840074544500595,841.0
AZ Alkmaar,Heracles,2.0,1.0,0.31320309972729055,0.2526914438999311,0.3123706348494638,841.0
Zwolle,Groningen,1.0,1.0,0.1248301494014253,0.31015301964799913,0.3712607282626853,841.0
Feyenoord,Cambuur,3.0,1.0,0.42511751884030474,0.3094381488753364,0.041779756185856436,841.0
Twente,Go Ahead Eagles,2.0,2.0,0.4657783345355725,0.2658661161851555,0.060848188312943134,841.0
PSV Eindhoven,Heerenveen,3.0,1.0,0.15315286536437026,0.4109989411936182,0.2200375408053582,841.0
Utrecht,Vitesse,1.0,1.0,0.21891529952881153,0.3523451822883885,0.23336232263651896,841.0
Waalwijk,Twente,1.0,2.0,0.12745015981671493,0.2673788620134435,0.42950232197252847,842.0
Heracles,Zwolle,2.0,0.0,0.3919608281622396,0.25341605042426135,0.22012700707066715,842.0
Groningen,Willem II,1.0,0.0,0.32418217721694115,0.3135968251684731,0.18031037419442866,842.0
Cambuur,For Sittard,2.0,1.0,0.10065069044297206,0.33009823637974006,0.36285120934310966,842.0
AZ Alkmaar,Feyenoord,2.0,1.0,0.20172544578236193,0.32708599436991986,0.28599595567717295,842.0
Vitesse,Nijmegen,4.0,1.0,0.37182642131588717,0.29594874866726756,0.151844354637298,842.0
Sparta,PSV Eindhoven,1.0,2.0,0.08107883403144521,0.22995356773359446,0.5051322685327043,842.0
Go Ahead Eagles,Ajax,2.0,1.0,0.02604496853055919,0.10950282813396345,0.6769963797521169,842.0
Heerenveen,Utrecht,1.0,2.0,0.27262357828674955,0.4075959149555129,0.0988553298024934,842.0
Willem II,Heerenveen,0.0,0.0,0.07143009335234438,0.25450808927372753,0.47540873281996116,843.0
Go Ahead Eagles,Utrecht,1.0,1.0,0.06705493138307082,0.3410121108082372,0.3734371474569498,843.0
Feyenoord,Groningen,1.0,1.0,0.16512007496521874,0.4351591074131889,0.17940495442277907,843.0
PSV Eindhoven,Heracles,3.0,1.0,0.43319134471523674,0.2582120614702315,0.1453449496971169,843.0
Twente,Cambuur,1.0,0.0,0.5235212748760185,0.2246131947488234,0.0404903552315156,843.0
Ajax,Waalwijk,3.0,2.0,0.6079376627830819,0.16666104380180538,0.09983304103401447,843.0
Nijmegen,AZ Alkmaar,1.0,3.0,0.14452021652079877,0.23011601139661025,0.48009299086462404,843.0
For Sittard,Zwolle,0.0,1.0,0.20725190835185225,0.2862277225732278,0.3446763567386838,843.0
Cambuur,Ajax,2.0,3.0,0.015992495676404744,0.0760482325531355,0.7181141452145855,844.0
Sparta,Go Ahead Eagles,1.0,0.0,0.33290852442605445,0.3406252260846925,0.12320237210273162,844.0
Groningen,Nijmegen,4.0,3.0,0.34490831567653885,0.3291584490081272,0.12670737302567198,844.0
Waalwijk,Heerenveen,0.0,0.0,0.05820674585189954,0.2989775555806557,0.4275772773942066,844.0
For Sittard,Willem II,1.0,0.0,0.18756004325845363,0.258967342075447,0.4053116067135585,844.0
Heracles,Vitesse,0.0,0.0,0.213560014518447,0.2879077916331425,0.33672974293714325,844.0
Utrecht,PSV Eindhoven,0.0,1.0,0.12583450807408245,0.32433738186298905,0.35182783637295056,844.0
Zwolle,Feyenoord,1.0,2.0,0.12627242424609525,0.3135186626112331,0.3657524032853024,844.0
AZ Alkmaar,Twente,0.0,1.0,0.20537786846860565,0.26972750129538003,0.3739350597041969,844.0
Heerenveen,Heracles,2.0,0.0,0.3813033012658659,0.3152171433527505,0.10078961492917256,845.0
Go Ahead Eagles,Cambuur,3.0,0.0,0.18963595295466984,0.4467189784084732,0.14062641967469372,845.0
Twente,Zwolle,1.0,0.0,0.4589368783772672,0.24777861567966486,0.1281788205749942,845.0
Nijmegen,Sparta,0.0,0.0,0.22822760979632636,0.2925844384402565,0.3164225873497247,845.0
Utrecht,Groningen,1.0,3.0,0.16985256297835952,0.403524503589042,0.21333745766015536,845.0
Ajax,Feyenoord,3.0,2.0,0.34794605067833856,0.28327136780575946,0.2092656308156269,845.0
PSV Eindhoven,For Sittard,5.0,0.0,0.5143530301098316,0.2264410787041445,0.0666855380822541,845.0
Vitesse,Waalwijk,1.0,2.0,0.3370472348748236,0.3132045056952921,0.1650314096511846,845.0
Willem II,AZ Alkmaar,2.0,2.0,0.2077576741129184,0.22602907314504,0.45251212903590815,845.0
Groningen,Ajax,1.0,3.0,0.17667263086722804,0.27511010895542054,0.38598961145391025,846.0
Twente,PSV Eindhoven,3.0,3.0,0.1767507921140129,0.31828760027822256,0.32029844647245986,846.0
AZ Alkmaar,Vitesse,3.0,1.0,0.24840557390920961,0.2897032005222516,0.3031855172343068,846.0
Waalwijk,Utrecht,1.0,1.0,0.16401390896484697,0.32120912935752544,0.3265314998667909,846.0
Feyenoord,Willem II,2.0,0.0,0.34640607610161117,0.3044591319368316,0.16926103802339013,846.0
Zwolle,Go Ahead Eagles,0.0,1.0,0.3452234182508981,0.3283667190710164,0.12765062380625322,846.0
For Sittard,Heracles,0.0,2.0,0.13203491919833876,0.23461082182862286,0.47827806409112716,846.0
Sparta,Heerenveen,1.0,1.0,0.059435672318159855,0.29634525868047257,0.42996147619612207,846.0
Cambuur,Nijmegen,1.0,2.0,0.08440027108860315,0.2927635702396501,0.4199542375386645,846.0
Go Ahead Eagles,Willem II,4.0,0.0,0.11279924277151065,0.27926074845604715,0.4210473617164951,847.0
Utrecht,For Sittard,1.0,1.0,0.35876718073200237,0.31601065081852286,0.1313315398615414,847.0
Ajax,Sparta,2.0,1.0,0.6251959614577902,0.1577199476055218,0.09186530591882658,847.0
Nijmegen,Twente,0.0,2.0,0.10996091191943022,0.24673309709066096,0.4692815288710837,847.0
Heerenveen,Groningen,3.0,1.0,0.23517504428907082,0.4443003275045566,0.09437324866599839,847.0
PSV Eindhoven,Waalwijk,2.0,0.0,0.4706907685147398,0.2505863860325713,0.09444830037782577,847.0
Vitesse,Cambuur,1.0,0.0,0.45733494668578734,0.27552997804560087,0.054080358643124216,847.0
Heracles,Feyenoord,1.0,4.0,0.1820007185708185,0.3266226643406576,0.30394276409816673,847.0
Zwolle,AZ Alkmaar,2.0,1.0,0.17604251956411782,0.2364407091948181,0.452316326359291,847.0
For Sittard,Sparta,3.0,0.0,0.19810451194866668,0.3009016247196062,0.32867688510537346,848.0
Vitesse,Sparta,0.0,1.0,0.3710466336855119,0.29534360669785953,0.1541566361110979,849.0
Twente,Sparta,2.0,0.0,0.4110714247424113,0.27408798109233645,0.14145720331702116,850.0
Nijmegen,Ajax,0.0,1.0,0.06359417626504621,0.12736445632977303,0.6780199523760355,850.0
AZ Alkmaar,Heerenveen,2.0,1.0,0.0977161416013649,0.30665820782133024,0.3941632027357445,850.0
Waalwijk,Zwolle,0.0,2.0,0.27502372444899276,0.290013042549887,0.27711317754618287,850.0
Cambuur,PSV Eindhoven,1.0,2.0,0.02153912553056677,0.16898721742338568,0.5920326741372272,850.0
Willem II,Vitesse,1.0,0.0,0.1793522805346828,0.26543541765643425,0.39996106460864406,850.0
Feyenoord,Utrecht,2.0,1.0,0.20943769410665125,0.4037400230534978,0.17362263401636469,850.0
